state_code,lat,lon,bird,lat_zone
MS,34.45,-90.31,Northern Mockingbird,middle
OH,40.54,-81.77,Northern Cardinal,middle
MS,34.46,-89.81,Northern Mockingbird,middle
FL,29.04,-81.14,Northern Mockingbird,low
OH,40.04,-82.38,Northern Cardinal,middle
VA,37.31,-78.26,Northern Cardinal,middle
MN,48.06,-96.63,Common Loon,middle
OH,40.38,-82.32,Northern Cardinal,middle
AK,68.92,-141.25,Willow Ptarmigan,high
AL,32.22,-88.4,Yellowhammer,middle
NY,43.35,-73.94,Eastern Bluebird,middle
PA,39.94,-78.4,Northern Cardinal,middle
OK,36.35,-97.06,Scissor-tailed Flycatcher,middle
DE,38.48,-75.19,Delaware Blue Hen,middle
CT,41.59,-72.94,American Robin,middle
AR,36.37,-93.6,Northern Mockingbird,middle
ND,47.0,-98.78,Western Meadowlark,middle
VT,44.93,-73.27,Hermit Thrush,middle
AZ,35.33,-113.07,Cactus Wren,middle
MT,48.53,-104.43,Western Meadowlark,middle
NM,34.72,-105.73,Greater Roadrunner,middle
NV,41.59,-114.71,Mountain Bluebird,middle
HI,19.29,-155.41,Hawaiian Nene,low
NE,40.88,-101.16,Western Meadowlark,middle
PA,41.98,-75.88,Northern Cardinal,middle
ME,43.79,-70.62,Chickadee,middle
ID,46.25,-115.99,Mountain Bluebird,middle
DE,39.0,-75.57,Delaware Blue Hen,middle
IL,38.17,-89.83,Northern Cardinal,middle
VA,39.09,-77.57,Northern Cardinal,middle
AZ,36.48,-114.01,Cactus Wren,middle
DC,38.9,-77.04,Not Recorded,middle
OR,45.41,-120.15,Western Meadowlark,middle
HI,19.65,-155.44,Hawaiian Nene,low
CO,40.62,-102.2,Lark Bunting,middle
WV,37.74,-81.99,Northern Cardinal,middle
LA,30.14,-93.51,Brown Pelican,middle
UT,37.71,-110.62,California Gull,middle
ND,46.26,-97.94,Western Meadowlark,middle
KS,37.37,-96.8,Western Meadowlark,middle
VA,37.51,-77.9,Northern Cardinal,middle
LA,31.93,-93.18,Brown Pelican,middle
AK,57.11,-132.94,Willow Ptarmigan,middle
WA,46.47,-121.46,Willow Goldfinch,middle
MD,38.65,-76.08,Baltimore Oriole,middle
CT,41.94,-73.25,American Robin,middle
WA,46.93,-120.3,Willow Goldfinch,middle
VT,44.56,-72.87,Hermit Thrush,middle
GA,32.96,-85.18,Brown Thrasher,middle
TX,32.29,-96.66,Northern Mockingbird,middle
SD,43.03,-98.45,Ring-necked Pheasant,middle
IN,38.74,-86.51,Northern Cardinal,middle
WV,39.15,-78.51,Northern Cardinal,middle
DC,38.96,-77.04,Not Recorded,middle
KS,38.03,-97.53,Western Meadowlark,middle
DC,38.86,-77.01,Not Recorded,middle
LA,31.55,-92.64,Brown Pelican,middle
NE,40.92,-99.69,Western Meadowlark,middle
OH,39.35,-83.88,Northern Cardinal,middle
AL,34.22,-87.15,Yellowhammer,middle
AL,34.33,-86.18,Yellowhammer,middle
AR,33.66,-93.68,Northern Mockingbird,middle
CA,32.89,-116.83,California Quail,middle
WI,43.89,-88.97,American Robin,middle
TN,35.92,-85.9,Northern Mockingbird,middle
WY,41.4,-107.09,Western Meadowlark,middle
MS,33.7,-89.44,Northern Mockingbird,middle
FL,30.6,-81.64,Northern Mockingbird,middle
WY,42.82,-106.64,Western Meadowlark,middle
AK,65.46,-157.87,Willow Ptarmigan,high
NJ,41.19,-74.78,Eastern Goldfinch,middle
KY,38.72,-84.58,Northern Cardinal,middle
AK,67.43,-141.85,Willow Ptarmigan,high
MI,45.6,-84.42,American Robin,middle
IL,42.27,-89.48,Northern Cardinal,middle
OK,34.72,-98.73,Scissor-tailed Flycatcher,middle
CO,38.81,-104.48,Lark Bunting,middle
CA,39.67,-121.08,California Quail,middle
TX,31.29,-97.11,Northern Mockingbird,middle
LA,29.96,-93.73,Brown Pelican,low
ME,46.55,-68.1,Chickadee,middle
DE,38.98,-75.35,Delaware Blue Hen,middle
ME,44.42,-70.94,Chickadee,middle
CA,38.37,-119.62,California Quail,middle
MA,42.22,-71.81,Black-capped Chickadee,middle
NC,35.65,-78.49,Northern Cardinal,middle
NC,36.4,-76.31,Northern Cardinal,middle
CA,34.04,-114.51,California Quail,middle
VA,37.48,-80.25,Northern Cardinal,middle
RI,41.6,-71.5,Rhode Island Red,middle
NV,40.49,-116.31,Mountain Bluebird,middle
OK,36.67,-97.55,Scissor-tailed Flycatcher,middle
VT,43.04,-72.73,Hermit Thrush,middle
FL,30.43,-83.38,Northern Mockingbird,middle
MA,42.27,-71.69,Black-capped Chickadee,middle
ID,43.88,-116.49,Mountain Bluebird,middle
SC,34.43,-79.55,Carolina Wren,middle
MD,39.51,-76.23,Baltimore Oriole,middle
IN,39.47,-86.35,Northern Cardinal,middle
AZ,32.21,-112.37,Cactus Wren,middle
NJ,41.05,-74.69,Eastern Goldfinch,middle
NC,35.44,-81.18,Northern Cardinal,middle
MD,38.35,-75.68,Baltimore Oriole,middle
NM,34.99,-108.19,Greater Roadrunner,middle
DE,39.45,-75.69,Delaware Blue Hen,middle
NY,43.56,-75.28,Eastern Bluebird,middle
WA,45.68,-122.6,Willow Goldfinch,middle
UT,41.93,-111.28,California Gull,middle
HI,19.88,-155.26,Hawaiian Nene,low
DE,39.52,-75.71,Delaware Blue Hen,middle
LA,32.45,-91.5,Brown Pelican,middle
ND,46.25,-100.03,Western Meadowlark,middle
IL,42.1,-89.15,Northern Cardinal,middle
DE,38.83,-75.63,Delaware Blue Hen,middle
IL,40.2,-90.09,Northern Cardinal,middle
AR,35.62,-92.9,Northern Mockingbird,middle
ID,44.55,-113.36,Mountain Bluebird,middle
UT,41.82,-111.06,California Gull,middle
AR,35.28,-91.01,Northern Mockingbird,middle
FL,29.24,-81.26,Northern Mockingbird,low
MA,41.78,-70.94,Black-capped Chickadee,middle
WI,42.77,-90.11,American Robin,middle
WY,44.59,-106.17,Western Meadowlark,middle
ND,46.28,-102.8,Western Meadowlark,middle
MD,38.93,-76.59,Baltimore Oriole,middle
KY,37.23,-86.64,Northern Cardinal,middle
AR,36.09,-93.22,Northern Mockingbird,middle
MS,32.95,-88.7,Northern Mockingbird,middle
CA,39.78,-121.45,California Quail,middle
LA,32.39,-93.87,Brown Pelican,middle
HI,19.34,-155.67,Hawaiian Nene,low
RI,41.87,-71.71,Rhode Island Red,middle
MA,42.23,-72.17,Black-capped Chickadee,middle
OR,42.76,-121.02,Western Meadowlark,middle
IL,39.62,-89.83,Northern Cardinal,middle
MT,46.87,-113.58,Western Meadowlark,middle
IL,39.81,-89.86,Northern Cardinal,middle
PA,40.07,-76.61,Northern Cardinal,middle
WI,45.35,-92.25,American Robin,middle
DC,38.96,-77.06,Not Recorded,middle
FL,28.04,-81.58,Northern Mockingbird,low
UT,40.48,-112.0,California Gull,middle
IL,41.31,-87.84,Northern Cardinal,middle
TN,35.72,-83.33,Northern Mockingbird,middle
VA,37.93,-78.11,Northern Cardinal,middle
RI,41.46,-71.67,Rhode Island Red,middle
FL,30.3,-84.56,Northern Mockingbird,middle
NE,42.86,-98.56,Western Meadowlark,middle
KY,37.72,-87.26,Northern Cardinal,middle
PA,40.81,-75.42,Northern Cardinal,middle
DE,39.33,-75.5,Delaware Blue Hen,middle
CO,40.51,-103.06,Lark Bunting,middle
AK,59.57,-138.87,Willow Ptarmigan,middle
NC,35.52,-80.0,Northern Cardinal,middle
SD,43.55,-98.39,Ring-necked Pheasant,middle
AK,61.2,-164.41,Willow Ptarmigan,high
WV,39.24,-78.65,Northern Cardinal,middle
CO,40.53,-102.75,Lark Bunting,middle
IN,41.6,-85.89,Northern Cardinal,middle
MT,46.71,-111.23,Western Meadowlark,middle
CA,39.97,-122.24,California Quail,middle
CA,34.51,-117.55,California Quail,middle
UT,40.64,-112.18,California Gull,middle
MN,44.38,-93.41,Common Loon,middle
IN,40.8,-86.23,Northern Cardinal,middle
NH,42.8,-71.8,Purple Finch,middle
RI,41.4,-71.71,Rhode Island Red,middle
AK,67.95,-150.4,Willow Ptarmigan,high
ID,42.63,-112.94,Mountain Bluebird,middle
NM,32.67,-107.86,Greater Roadrunner,middle
CT,41.69,-71.97,American Robin,middle
ME,46.65,-69.86,Chickadee,middle
MA,42.45,-71.07,Black-capped Chickadee,middle
MA,42.64,-70.89,Black-capped Chickadee,middle
AL,34.59,-88.03,Yellowhammer,middle
HI,19.35,-155.62,Hawaiian Nene,low
NJ,39.72,-74.23,Eastern Goldfinch,middle
IL,40.69,-87.75,Northern Cardinal,middle
PA,40.65,-78.18,Northern Cardinal,middle
DE,38.92,-75.61,Delaware Blue Hen,middle
MA,42.52,-72.35,Black-capped Chickadee,middle
IN,41.73,-85.01,Northern Cardinal,middle
IA,42.12,-95.77,Eastern Goldfinch,middle
ND,47.45,-97.15,Western Meadowlark,middle
IL,39.29,-88.41,Northern Cardinal,middle
NE,40.91,-98.78,Western Meadowlark,middle
IN,37.92,-87.3,Northern Cardinal,middle
HI,19.06,-155.61,Hawaiian Nene,low
OK,33.81,-96.24,Scissor-tailed Flycatcher,middle
NC,36.4,-78.19,Northern Cardinal,middle
MT,46.86,-106.41,Western Meadowlark,middle
DE,39.58,-75.78,Delaware Blue Hen,middle
SD,43.0,-97.47,Ring-necked Pheasant,middle
WA,48.07,-118.23,Willow Goldfinch,middle
CA,37.3,-119.29,California Quail,middle
WY,42.74,-110.29,Western Meadowlark,middle
AR,36.38,-90.87,Northern Mockingbird,middle
VT,44.18,-72.71,Hermit Thrush,middle
KY,37.32,-88.44,Northern Cardinal,middle
MA,42.4,-72.52,Black-capped Chickadee,middle
WY,43.1,-104.12,Western Meadowlark,middle
NC,35.18,-81.32,Northern Cardinal,middle
NY,41.44,-74.08,Eastern Bluebird,middle
ND,48.52,-99.08,Western Meadowlark,middle
CO,38.42,-102.16,Lark Bunting,middle
DC,38.96,-77.03,Not Recorded,middle
IN,39.82,-85.2,Northern Cardinal,middle
IA,43.27,-93.38,Eastern Goldfinch,middle
OR,42.85,-121.41,Western Meadowlark,middle
LA,31.0,-90.65,Brown Pelican,middle
IN,39.78,-85.39,Northern Cardinal,middle
MN,47.02,-94.64,Common Loon,middle
SD,44.27,-103.89,Ring-necked Pheasant,middle
OH,41.3,-82.52,Northern Cardinal,middle
NV,39.83,-119.72,Mountain Bluebird,middle
ME,46.94,-67.92,Chickadee,middle
CO,40.3,-105.26,Lark Bunting,middle
ID,43.11,-113.58,Mountain Bluebird,middle
NV,40.82,-118.91,Mountain Bluebird,middle
MO,38.0,-90.17,Eastern Bluebird,middle
SD,43.63,-99.59,Ring-necked Pheasant,middle
UT,40.06,-111.3,California Gull,middle
ND,48.32,-102.97,Western Meadowlark,middle
DC,38.94,-76.99,Not Recorded,middle
NE,40.03,-100.49,Western Meadowlark,middle
TX,33.88,-102.7,Northern Mockingbird,middle
SD,44.42,-96.59,Ring-necked Pheasant,middle
VT,44.36,-72.09,Hermit Thrush,middle
OR,43.17,-122.29,Western Meadowlark,middle
OH,40.96,-81.62,Northern Cardinal,middle
MI,46.73,-89.53,American Robin,middle
PA,41.41,-77.69,Northern Cardinal,middle
VA,38.56,-78.3,Northern Cardinal,middle
IL,38.9,-88.36,Northern Cardinal,middle
NY,42.8,-75.87,Eastern Bluebird,middle
WI,44.31,-89.76,American Robin,middle
ME,46.84,-69.07,Chickadee,middle
OK,35.05,-97.43,Scissor-tailed Flycatcher,middle
OR,42.15,-122.85,Western Meadowlark,middle
UT,38.31,-112.13,California Gull,middle
MD,39.35,-77.16,Baltimore Oriole,middle
MO,36.78,-89.59,Eastern Bluebird,middle
MI,42.96,-85.78,American Robin,middle
MN,47.69,-93.18,Common Loon,middle
LA,30.8,-93.28,Brown Pelican,middle
KY,36.75,-86.64,Northern Cardinal,middle
ID,42.36,-112.49,Mountain Bluebird,middle
MA,42.22,-73.24,Black-capped Chickadee,middle
AR,34.64,-91.59,Northern Mockingbird,middle
AZ,36.54,-109.33,Cactus Wren,middle
ND,46.35,-101.26,Western Meadowlark,middle
OR,45.84,-122.85,Western Meadowlark,middle
MO,37.85,-92.51,Eastern Bluebird,middle
OH,39.33,-84.04,Northern Cardinal,middle
OH,40.68,-84.75,Northern Cardinal,middle
LA,32.21,-91.26,Brown Pelican,middle
AK,63.63,-152.42,Willow Ptarmigan,high
NV,39.06,-116.77,Mountain Bluebird,middle
WA,47.34,-121.08,Willow Goldfinch,middle
TN,36.3,-83.05,Northern Mockingbird,middle
SC,34.16,-78.96,Carolina Wren,middle
AL,33.1,-86.41,Yellowhammer,middle
AL,33.58,-88.0,Yellowhammer,middle
MA,41.78,-71.02,Black-capped Chickadee,middle
AL,33.24,-86.48,Yellowhammer,middle
IA,40.97,-94.62,Eastern Goldfinch,middle
AZ,33.5,-111.12,Cactus Wren,middle
AZ,36.41,-113.55,Cactus Wren,middle
AR,35.11,-92.56,Northern Mockingbird,middle
KS,39.24,-97.98,Western Meadowlark,middle
NH,43.8,-71.7,Purple Finch,middle
ME,46.33,-67.86,Chickadee,middle
MT,46.16,-106.11,Western Meadowlark,middle
WI,45.01,-87.87,American Robin,middle
VT,44.92,-71.57,Hermit Thrush,middle
CA,40.88,-123.77,California Quail,middle
WA,46.76,-122.06,Willow Goldfinch,middle
NV,38.67,-117.19,Mountain Bluebird,middle
GA,33.84,-83.01,Brown Thrasher,middle
MT,45.75,-106.19,Western Meadowlark,middle
CA,33.45,-116.28,California Quail,middle
IN,41.62,-85.78,Northern Cardinal,middle
TX,31.99,-103.74,Northern Mockingbird,middle
MO,38.05,-92.85,Eastern Bluebird,middle
FL,28.7,-81.2,Northern Mockingbird,low
AZ,36.58,-112.93,Cactus Wren,middle
MI,44.57,-85.58,American Robin,middle
CT,41.41,-73.5,American Robin,middle
WV,38.96,-78.79,Northern Cardinal,middle
CT,41.4,-72.38,American Robin,middle
PA,39.79,-77.63,Northern Cardinal,middle
OK,36.76,-102.13,Scissor-tailed Flycatcher,middle
CA,34.15,-115.95,California Quail,middle
IA,42.5,-95.71,Eastern Goldfinch,middle
WA,46.44,-122.99,Willow Goldfinch,middle
OH,41.78,-80.54,Northern Cardinal,middle
TX,33.4,-94.11,Northern Mockingbird,middle
MD,39.41,-76.42,Baltimore Oriole,middle
MA,42.45,-72.39,Black-capped Chickadee,middle
NY,43.12,-78.7,Eastern Bluebird,middle
AK,58.56,-155.67,Willow Ptarmigan,middle
NM,35.18,-104.06,Greater Roadrunner,middle
ND,48.34,-102.27,Western Meadowlark,middle
MS,34.96,-89.52,Northern Mockingbird,middle
SC,32.1,-80.89,Carolina Wren,middle
MO,37.88,-94.54,Eastern Bluebird,middle
RI,41.42,-71.65,Rhode Island Red,middle
LA,30.51,-90.57,Brown Pelican,middle
PA,41.68,-75.43,Northern Cardinal,middle
AZ,33.16,-112.97,Cactus Wren,middle
AL,34.95,-87.79,Yellowhammer,middle
MN,47.85,-90.82,Common Loon,middle
MA,42.0,-70.92,Black-capped Chickadee,middle
MA,42.42,-72.37,Black-capped Chickadee,middle
MI,45.03,-84.25,American Robin,middle
FL,26.6,-81.21,Northern Mockingbird,low
OK,36.73,-98.72,Scissor-tailed Flycatcher,middle
GA,30.83,-82.2,Brown Thrasher,middle
AL,32.29,-86.05,Yellowhammer,middle
KY,36.74,-86.4,Northern Cardinal,middle
OH,39.56,-82.5,Northern Cardinal,middle
GA,33.95,-82.82,Brown Thrasher,middle
IN,39.23,-84.82,Northern Cardinal,middle
SC,34.11,-82.03,Carolina Wren,middle
VA,37.9,-77.09,Northern Cardinal,middle
IA,41.98,-94.17,Eastern Goldfinch,middle
SC,33.64,-79.32,Carolina Wren,middle
OK,35.97,-94.84,Scissor-tailed Flycatcher,middle
WY,42.55,-107.66,Western Meadowlark,middle
VT,43.88,-72.34,Hermit Thrush,middle
IA,42.71,-93.34,Eastern Goldfinch,middle
NM,35.85,-108.08,Greater Roadrunner,middle
MI,43.57,-84.79,American Robin,middle
ND,46.48,-103.68,Western Meadowlark,middle
RI,41.75,-71.57,Rhode Island Red,middle
RI,41.75,-71.62,Rhode Island Red,middle
AR,33.02,-91.67,Northern Mockingbird,middle
MI,42.02,-84.61,American Robin,middle
KY,37.31,-84.89,Northern Cardinal,middle
NJ,41.3,-74.64,Eastern Goldfinch,middle
NH,42.97,-72.07,Purple Finch,middle
NV,39.56,-117.83,Mountain Bluebird,middle
UT,38.98,-109.8,California Gull,middle
KY,37.67,-85.06,Northern Cardinal,middle
FL,27.48,-81.97,Northern Mockingbird,low
DE,38.99,-75.54,Delaware Blue Hen,middle
NJ,39.98,-74.61,Eastern Goldfinch,middle
MN,44.16,-91.98,Common Loon,middle
ND,48.22,-97.95,Western Meadowlark,middle
OR,43.11,-123.86,Western Meadowlark,middle
GA,30.74,-84.61,Brown Thrasher,middle
PA,41.35,-76.49,Northern Cardinal,middle
NH,42.97,-71.93,Purple Finch,middle
MS,31.6,-89.84,Northern Mockingbird,middle
TX,31.55,-100.82,Northern Mockingbird,middle
UT,41.04,-113.39,California Gull,middle
KS,38.81,-100.75,Western Meadowlark,middle
NC,34.37,-78.1,Northern Cardinal,middle
MO,37.76,-93.73,Eastern Bluebird,middle
NJ,40.27,-74.51,Eastern Goldfinch,middle
HI,19.08,-155.87,Hawaiian Nene,low
DC,38.94,-77.1,Not Recorded,middle
IN,39.61,-85.52,Northern Cardinal,middle
MN,47.09,-94.12,Common Loon,middle
MA,41.84,-71.21,Black-capped Chickadee,middle
LA,31.11,-92.53,Brown Pelican,middle
VT,44.62,-73.34,Hermit Thrush,middle
MS,33.34,-89.44,Northern Mockingbird,middle
HI,19.3,-155.83,Hawaiian Nene,low
OH,40.27,-82.58,Northern Cardinal,middle
GA,31.77,-84.51,Brown Thrasher,middle
LA,29.95,-93.59,Brown Pelican,low
NH,43.13,-71.53,Purple Finch,middle
LA,29.17,-89.29,Brown Pelican,low
MI,43.19,-82.58,American Robin,middle
OK,36.64,-102.94,Scissor-tailed Flycatcher,middle
MS,33.94,-89.65,Northern Mockingbird,middle
NM,33.52,-104.34,Greater Roadrunner,middle
NC,36.27,-76.49,Northern Cardinal,middle
VT,43.13,-72.46,Hermit Thrush,middle
WA,47.93,-121.7,Willow Goldfinch,middle
CT,41.53,-72.21,American Robin,middle
NJ,40.92,-74.14,Eastern Goldfinch,middle
OR,45.99,-117.69,Western Meadowlark,middle
IL,39.74,-88.81,Northern Cardinal,middle
WV,39.11,-80.82,Northern Cardinal,middle
MO,37.79,-89.97,Eastern Bluebird,middle
NC,36.07,-77.27,Northern Cardinal,middle
MS,30.8,-89.26,Northern Mockingbird,middle
CO,39.46,-108.11,Lark Bunting,middle
OK,35.14,-95.31,Scissor-tailed Flycatcher,middle
CA,39.85,-122.8,California Quail,middle
DC,38.85,-77.0,Not Recorded,middle
AK,67.99,-141.59,Willow Ptarmigan,high
MA,41.74,-70.47,Black-capped Chickadee,middle
MO,36.96,-91.77,Eastern Bluebird,middle
UT,39.71,-113.84,California Gull,middle
KY,37.79,-82.99,Northern Cardinal,middle
OR,44.91,-121.56,Western Meadowlark,middle
MS,31.24,-89.32,Northern Mockingbird,middle
KY,36.99,-83.85,Northern Cardinal,middle
NE,40.5,-95.92,Western Meadowlark,middle
MS,34.48,-88.82,Northern Mockingbird,middle
MA,41.83,-71.24,Black-capped Chickadee,middle
RI,41.88,-71.69,Rhode Island Red,middle
OR,44.94,-123.26,Western Meadowlark,middle
OH,40.87,-81.62,Northern Cardinal,middle
MD,39.68,-79.25,Baltimore Oriole,middle
WA,46.99,-122.86,Willow Goldfinch,middle
NY,43.23,-74.85,Eastern Bluebird,middle
TN,35.1,-89.54,Northern Mockingbird,middle
WY,42.37,-110.27,Western Meadowlark,middle
IN,38.67,-86.03,Northern Cardinal,middle
NJ,39.41,-75.27,Eastern Goldfinch,middle
VT,42.92,-73.02,Hermit Thrush,middle
TX,30.53,-97.64,Northern Mockingbird,middle
NE,41.05,-96.8,Western Meadowlark,middle
FL,30.03,-83.08,Northern Mockingbird,middle
VA,36.86,-82.52,Northern Cardinal,middle
RI,41.44,-71.77,Rhode Island Red,middle
NE,42.07,-103.5,Western Meadowlark,middle
KS,38.84,-98.45,Western Meadowlark,middle
CO,39.28,-102.45,Lark Bunting,middle
TX,31.69,-102.94,Northern Mockingbird,middle
UT,40.05,-111.73,California Gull,middle
IA,42.63,-92.86,Eastern Goldfinch,middle
WY,42.12,-108.44,Western Meadowlark,middle
AL,31.03,-87.42,Yellowhammer,middle
PA,41.25,-78.64,Northern Cardinal,middle
NY,43.13,-75.64,Eastern Bluebird,middle
PA,41.19,-79.7,Northern Cardinal,middle
SD,44.13,-99.02,Ring-necked Pheasant,middle
TX,32.96,-98.69,Northern Mockingbird,middle
AK,64.49,-141.98,Willow Ptarmigan,high
WI,44.02,-91.42,American Robin,middle
AL,32.55,-86.32,Yellowhammer,middle
WA,47.09,-124.03,Willow Goldfinch,middle
OR,44.82,-121.88,Western Meadowlark,middle
MS,34.52,-89.76,Northern Mockingbird,middle
CO,37.6,-102.08,Lark Bunting,middle
VA,37.23,-82.35,Northern Cardinal,middle
AR,36.45,-92.82,Northern Mockingbird,middle
NY,42.77,-77.99,Eastern Bluebird,middle
NC,36.47,-79.58,Northern Cardinal,middle
UT,37.81,-109.27,California Gull,middle
IN,41.39,-87.36,Northern Cardinal,middle
NV,41.24,-119.5,Mountain Bluebird,middle
DE,38.66,-75.08,Delaware Blue Hen,middle
GA,32.82,-84.85,Brown Thrasher,middle
OR,42.3,-118.0,Western Meadowlark,middle
AZ,34.99,-111.25,Cactus Wren,middle
OR,45.14,-116.86,Western Meadowlark,middle
SD,43.87,-102.1,Ring-necked Pheasant,middle
WV,38.6,-80.48,Northern Cardinal,middle
PA,41.58,-77.62,Northern Cardinal,middle
IA,43.03,-91.61,Eastern Goldfinch,middle
IA,41.22,-94.14,Eastern Goldfinch,middle
PA,40.61,-77.57,Northern Cardinal,middle
MI,42.7,-86.12,American Robin,middle
OK,34.25,-94.8,Scissor-tailed Flycatcher,middle
RI,41.59,-71.57,Rhode Island Red,middle
IA,42.39,-94.77,Eastern Goldfinch,middle
OH,40.07,-82.98,Northern Cardinal,middle
SD,45.47,-100.91,Ring-necked Pheasant,middle
PA,41.61,-77.14,Northern Cardinal,middle
MT,48.24,-115.49,Western Meadowlark,middle
SC,33.8,-80.7,Carolina Wren,middle
VT,44.04,-72.55,Hermit Thrush,middle
NV,39.05,-117.03,Mountain Bluebird,middle
OH,39.9,-82.29,Northern Cardinal,middle
WA,47.03,-121.76,Willow Goldfinch,middle
RI,41.55,-71.61,Rhode Island Red,middle
MS,32.31,-89.11,Northern Mockingbird,middle
ND,46.05,-100.07,Western Meadowlark,middle
PA,40.38,-75.75,Northern Cardinal,middle
OR,43.47,-117.48,Western Meadowlark,middle
WY,43.99,-110.61,Western Meadowlark,middle
LA,31.59,-91.79,Brown Pelican,middle
NV,37.54,-117.29,Mountain Bluebird,middle
MI,43.31,-82.62,American Robin,middle
NV,41.51,-117.95,Mountain Bluebird,middle
OR,44.02,-123.83,Western Meadowlark,middle
VA,37.41,-77.76,Northern Cardinal,middle
HI,19.51,-155.88,Hawaiian Nene,low
KY,38.49,-84.46,Northern Cardinal,middle
WY,43.6,-104.56,Western Meadowlark,middle
MT,47.95,-114.43,Western Meadowlark,middle
WV,39.25,-78.69,Northern Cardinal,middle
TN,36.26,-83.8,Northern Mockingbird,middle
WV,38.14,-80.05,Northern Cardinal,middle
MD,38.55,-75.98,Baltimore Oriole,middle
NJ,40.06,-74.08,Eastern Goldfinch,middle
WY,44.08,-104.33,Western Meadowlark,middle
NV,39.25,-119.2,Mountain Bluebird,middle
SC,34.39,-79.2,Carolina Wren,middle
ME,44.99,-68.27,Chickadee,middle
FL,30.49,-86.96,Northern Mockingbird,middle
DE,38.59,-75.3,Delaware Blue Hen,middle
NV,37.86,-114.29,Mountain Bluebird,middle
UT,41.0,-111.58,California Gull,middle
VA,36.62,-82.3,Northern Cardinal,middle
KS,39.61,-101.69,Western Meadowlark,middle
NV,41.62,-114.32,Mountain Bluebird,middle
IL,39.74,-90.4,Northern Cardinal,middle
TN,35.32,-87.41,Northern Mockingbird,middle
CA,34.56,-118.38,California Quail,middle
NC,35.25,-81.82,Northern Cardinal,middle
VT,42.85,-73.2,Hermit Thrush,middle
TN,35.37,-89.72,Northern Mockingbird,middle
MT,47.41,-114.59,Western Meadowlark,middle
CT,41.94,-72.98,American Robin,middle
WA,47.85,-121.97,Willow Goldfinch,middle
WA,47.02,-119.11,Willow Goldfinch,middle
MT,45.93,-111.77,Western Meadowlark,middle
MA,41.61,-71.07,Black-capped Chickadee,middle
WA,47.07,-122.59,Willow Goldfinch,middle
IL,40.66,-90.29,Northern Cardinal,middle
MN,47.61,-94.73,Common Loon,middle
UT,37.88,-113.85,California Gull,middle
MD,39.59,-79.29,Baltimore Oriole,middle
UT,39.3,-109.4,California Gull,middle
KS,38.83,-95.68,Western Meadowlark,middle
AZ,34.04,-110.21,Cactus Wren,middle
WI,42.5,-87.82,American Robin,middle
AR,34.82,-94.33,Northern Mockingbird,middle
TN,36.24,-83.2,Northern Mockingbird,middle
WY,41.35,-108.15,Western Meadowlark,middle
WV,38.05,-80.03,Northern Cardinal,middle
OR,44.97,-121.65,Western Meadowlark,middle
MD,38.3,-76.71,Baltimore Oriole,middle
AL,31.52,-87.5,Yellowhammer,middle
OR,45.97,-117.56,Western Meadowlark,middle
NM,35.27,-106.53,Greater Roadrunner,middle
